HS_Code,Chapter,Product_Description,FTA_Agreement,Duty_Reduction_Staging,Effective_Date,ROO_Rule,Benefit_Notes,Expected_Export_Boost_2025
030624,03,Frozen Giant Freshwater Prawn (Scampi),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,UK hotels & fine-dining love scampi,65.0
030636,03,"Other Frozen Fish (e.g., Ribbonfish, Croaker)",India-Australia ECTA,Phased to 0% over 6 years (B6),2022-12-29 00:00:00,WO,"High volume, low value – still profitable",12.0
030636,03,"Other Frozen Fish (Ribbonfish, etc.)",India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Wild catch from Gujarat; easy WO,8.0
030636,03,"Other Frozen Fish (e.g., Ribbonfish, Croaker)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Marine from Gujarat; easy WO,10.0
030695,03,Other Frozen Aquatic Invertebrates,India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Shellfish; Africa gateway,5.0
030695,03,Other Frozen Aquatic Invertebrates,India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Shellfish varieties; UAE re-export hub,10.0
030711,03,Live / Fresh / Chilled Shrimps & Prawns,India-Australia ECTA,0% immediate (Category A),2022-12-29 00:00:00,WO,48-hour biosecurity clearance – huge margin,25.0
030711,03,Live / Chilled Shrimps & Prawns,India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Air-freighted live – highest margin,55.0
030711,03,Live / Chilled Shrimps & Prawns,India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Air-shipped live; high $/kg,20.0
030711,03,Live / Fresh / Chilled Shrimps & Prawns,India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Air-shipped live from AP; high $/kg,30.0
030711,03,Live / Chilled Shrimps & Prawns,India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Air-freighted live – highest £/kg,45.0
030743,03,Frozen Squid (whole / tubes / rings / tentacles),India-Australia ECTA,0% immediate (Category A),2022-12-29 00:00:00,WO,Ethnic & restaurant demand massive,22.0
030743,03,Frozen Squid (whole / tubes / rings / tentacles),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Norway & Iceland love squid – massive new market,70.0
030743,03,Frozen Squid (whole / tubes / rings),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Marine from Kerala; cadmium testing simple,15.0
030743,03,Frozen Squid (whole / tubes / rings / tentacles),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Immediate freezing qualifies; huge volume,25.0
030743,03,Frozen Squid (whole / tubes / rings / tentacles),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Massive ethnic & pub demand,40.0
030749,03,Frozen Cuttlefish (whole / cleaned),India-Australia ECTA,Phased to 0% over 4 years (B4),2022-12-29 00:00:00,CTSH,Gutted varieties qualify,16.0
030749,03,Frozen Cuttlefish (whole / cleaned),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Gutted cuttlefish gaining traction,35.0
030749,03,Frozen Cuttlefish (whole / cleaned),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Gutted varieties; low heavy metals,12.0
030749,03,Frozen Cuttlefish (whole / cleaned),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Gutted/beak-removed; low heavy metals,20.0
030749,03,Frozen Cuttlefish (whole / cleaned),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Gutted varieties qualify instantly,25.0
160521,16,Prepared Shrimp (breaded / marinated / retail packs),India-Australia ECTA,Phased to 0% over 3 years (B3),2022-12-29 00:00:00,CTSH + 35% RVC,Full 0% from Dec 2025 – ready-to-cook boom,55.0
160521,16,Prepared Shrimp (breaded / marinated / retail packs),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO or CTSH,Migros & Coop (Swiss retailers) own-label boom,100.0
160521,16,Prepared Shrimp (breaded / marinated),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO or CTSH,Retail packs; HACCP for shelf-life,40.0
160521,16,"Prepared / Preserved Shrimp (breaded, marinated, retail)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO or CTSH,Breaded/marinated qualifies with Indian processing,100.0
160521,16,Prepared Shrimp (breaded / marinated / retail packs),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO or CTSH,"Tesco, Sainsbury's, M&S own-label boom",130.0
160529,16,"Other Prepared Fish (surimi, fish balls, etc.)",India-Australia ECTA,0% immediate (Category A),2022-12-29 00:00:00,WO or CTSH,Instant 0% – growing fast,20.0
160529,16,"Other Prepared Fish (surimi, fish cakes, etc.)",India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO or CTSH,Ready meals for Nordic & Swiss markets,60.0
160529,16,Other Prepared Fish (surimi / fish cakes),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO or CTSH,Processed tuna; re-export hub,25.0
160529,16,"Other Prepared / Preserved Fish (e.g., Surimi, Fish balls)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO or CTSH,Indian tuna/surimi; HACCP for shelf-life,50.0
160529,16,"Other Prepared Fish (surimi, fish cakes, etc.)",India-UK CETA,0% immediate,2025-07-24 00:00:00,WO or CTSH,Ready meals & sandwich fillings,60.0
000000,00,Product_Description,FTA_Agreement,Duty_Reduction_Staging,Effective_Date,ROO_Rule,Benefit_Notes,2025.0
610910,61,"T-shirts, singlets & other vests (knitted, cotton)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO or CTSH + 40% RVC,5% duty eliminated; high demand in UAE retail,150.0
610910,61,"T-shirts, singlets & other vests (knitted, synthetic)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Value-added qualifies; easy DGFT cert,80.0
610510,61,"Men's shirts (knitted, cotton)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,GCC re-export hub; formal wear staple,12015.0
610620,61,"Women's blouses (knitted, cotton)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH + 40% RVC,Women's apparel boom; Halal fabrics optional,100.0
611030,61,"Pullovers, cardigans (knitted, man-made fibres)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Winter collections; UAE malls favourite,60.0
610831,61,"Women's slips, petticoats (knitted, synthetic)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Innerwear; low-cost Indian production,40.0
610463,61,"Women's trousers & shorts (knitted, synthetic)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH,Activewear; fitness trend in Dubai,70.0
620342,62,"Men's trousers & breeches (non-knitted, cotton)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Formal/business wear; 5% duty gone,200.0
620520,62,"Men's shirts (non-knitted, cotton)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,GCC business attire; easy origin,
620452,62,"Women's suits & ensembles (non-knitted, cotton)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH + 40% RVC,Modest fashion; UAE women’s segment,90.0
620463,62,"Women's trousers & shorts (non-knitted, synthetic)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Casual wear; synthetic dominance,110.0
620442,62,"Women's dresses (non-knitted, cotton)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Ethnic/fusion; festival demand,75.0
621210,62,Brassieres & girdles (non-knitted),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Innerwear; lingerie market growth,50.0
621111,62,"Men's swimwear (non-knitted, textile)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH,Beachwear; Dubai tourism boost,30.0
620419,62,"Women's/girls' suits (non-knitted, other textile)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Office wear; modest designs,65.0
630232,63,"Bed linen (printed, non-knitted)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Home textiles; hotel supply chain,140.0
630260,63,Toilet linen & kitchen linen (non-knitted),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Cotton towels; UAE hospitality,80.0
630391,63,Curtains (knitted/crocheted),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH + 40% RVC,Home decor; luxury interiors,45.0
630419,63,"Bedspreads (non-knitted, other textile)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Quilts/throws; ethnic designs,35.0
570231,57,Carpets of wool/silk (hand-knotted),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Handicrafts; premium UAE homes,25.0
000000,00,Product_Description,FTA_Agreement,Duty_Reduction_Staging,Effective_Date,ROO_Rule,Benefit_Notes,2025.0
640319,64,"Sports footwear with leather upper & rubber/plastic sole (e.g., casual sneakers)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH + 40% RVC,5% duty fully eliminated; highest volume category,850.0
640399,64,"Men’s leather footwear (closed toe, non-sports)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH + 40% RVC,"Formal shoes, loafers, brogues – instant 0%",720.0
640391,64,Men’s ankle boots & safety footwear (leather),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH + 40% RVC,Work boots & desert boots boom in UAE construction,480.0
640299,64,Other footwear with rubber/plastic sole & leather upper (casual),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH,"Sandals, slip-ons, mules – huge summer demand",620.0
640419,64,Sports & casual footwear with textile upper & leather trim,India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH + 35% RVC,Hybrid sneakers & athleisure,380.0
640359,64,"Women’s leather footwear (closed toe, non-sports)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH + 40% RVC,"Heels, flats, pumps – Dubai mall favourite",550.0
640351,64,Men’s leather ankle-covering footwear (formal boots),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH + 40% RVC,Chelsea & chukka boots,340.0
640590,64,"Other footwear with leather upper (e.g., mojari, kolhapuri)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Ethnic & handicraft footwear – premium pricing,180.0
640340,64,Safety & protective footwear with leather upper,India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH,Construction & oil-field boots – massive UAE demand,420.0
640510,64,Footwear with leather upper & composition leather sole,India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH + 40% RVC,Luxury dress shoes & moccasins,260.0
640320,64,Footwear with leather sole & leather upper (pure leather),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH + 40% RVC,Handcrafted luxury segment – high margin,220.0
640219,64,Sports footwear with rubber/plastic sole & leather upper,India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH,Running & cricket shoes,150.0
640411,64,Sports footwear with textile upper & leather parts,India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH + 35% RVC,Canvas + leather combos,120.0
640520,64,Footwear with textile upper & leather sole,India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH,Espadrilles & traditional styles,90.0
000000,00,Product_Description,FTA_Agreement,Duty_Reduction_Staging,Effective_Date,ROO_Rule,Benefit_Notes,2025.0
640319,64,"Sports / Casual Sneakers (leather upper, rubber sole)",India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,5% duty gone – Agra & Kanpur dominate,850.0
640319,64,"Sports / Casual Sneakers (leather upper, rubber sole)",India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH + 35% RVC,Full elimination – Coles & Rebel Sport own-label,420.0
640319,64,"Sports / Casual Sneakers (leather upper, rubber sole)",India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,"Next, JD Sports, Schuh booming",680.0
640319,64,"Sports / Casual Sneakers (leather upper, rubber sole)",India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH + 40% RVC,Switzerland & Norway premium segment,310.0
640399,64,"Men’s Formal Leather Shoes (oxfords, derbies, loafers)",India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Business & hospitality demand,720.0
640399,64,"Men’s Formal Leather Shoes (oxfords, derbies, loafers)",India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,Clarks & M&S own-label surge,580.0
640399,64,"Men’s Formal Leather Shoes (oxfords, derbies, loafers)",India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH,Office & uniform footwear,350.0
640391,64,Men’s Ankle Boots & Safety Footwear (leather),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Construction & oil-field boots,480.0
640391,64,Men’s Ankle Boots & Safety Footwear (leather),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Norway & Switzerland workwear,280.0
640359,64,"Women’s Leather Footwear (heels, flats, pumps)",India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Dubai mall & tourist demand,550.0
640359,64,"Women’s Leather Footwear (heels, flats, pumps)",India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,"Debenhams, John Lewis own-label",460.0
640299,64,Leather Sandals & Slip-ons (rubber/plastic sole),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Summer & hotel slippers,620.0
640299,64,Leather Sandals & Slip-ons (rubber/plastic sole),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH,Beach & casual wear,300.0
640340,64,Safety & Protective Footwear (leather upper),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Construction & logistics boom,420.0
640340,64,Safety & Protective Footwear (leather upper),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Norway oil & gas sector,220.0
640510,64,Luxury Dress Shoes (composition leather sole),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Premium segment – Church’s style,320.0
640510,64,Luxury Dress Shoes (composition leather sole),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Wedding & formal events,260.0
640590,64,"Ethnic / Handcrafted Leather Footwear (mojari, kolhapuri)",India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Tourist & ethnic stores,180.0
640590,64,"Ethnic / Handcrafted Leather Footwear (mojari, kolhapuri)",India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,South-Asian diaspora favourite,140.0
640419,64,Hybrid Sports Footwear (textile + leather trim),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH + 35% RVC,Athleisure trend,380.0
640411,64,Canvas + Leather Sports Shoes,India-Mauritius CECPA,0% immediate,2021-04-01 00:00:00,CTSH,Re-export to Africa/Europe,120.0
000000,00,Product_Description,FTA_Agreement,Duty_Reduction_Staging,Effective_Date,ROO_Rule,Benefit_Notes,2025.0
640319,64,"Sports / Casual Sneakers (leather upper, rubber/plastic sole)",India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Agra & Kanpur dominate – highest volume,850.0
640319,64,"Sports / Casual Sneakers (leather upper, rubber/plastic sole)",India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,"Next, JD Sports, Schuh boom",680.0
640319,64,"Sports / Casual Sneakers (leather upper, rubber/plastic sole)",India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH + 35% RVC,Coles & Rebel Sport own-label,420.0
640319,64,"Sports / Casual Sneakers (leather upper, rubber/plastic sole)",India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH + 40% RVC,Switzerland & Norway premium,310.0
640399,64,"Men’s Formal Leather Shoes (oxfords, derbies, loafers)",India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Business & hospitality,720.0
640399,64,"Men’s Formal Leather Shoes (oxfords, derbies, loafers)",India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,Clarks & M&S own-label,580.0
640399,64,64,"Men’s Formal Leather Shoes (oxfords, derbies, loafers)",India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH,
640299,64,"Leather Sandals & Slip-ons (open toe, rubber sole rubber/plastic)",India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Summer & hotel slippers,620.0
640299,64,"Leather Sandals & Slip-ons (open toe, rubber/plastic sole)",India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH,Beach & casual wear,300.0
640359,64,"Women’s Leather Footwear (heels, flats, pumps, closed toe)",India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Dubai mall favourite,550.0
640359,64,"Women’s Leather Footwear (heels, flats, pumps, closed toe)",India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,"Debenhams, John Lewis",460.0
640391,64,Men’s Ankle Boots & Safety Footwear (leather),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Construction & oil-field,480.0
640391,64,Men’s Ankle Boots & Safety Footwear (leather),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Norway oil & gas sector,280.0
640340,64,Safety & Protective Footwear with metal toe-cap,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Construction boom,420.0
640340,64,Safety & Protective Footwear with metal toe-cap,India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Norway & Switzerland workwear,220.0
640510,64,Luxury Dress Shoes (composition leather sole),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Church’s & Loake style,320.0
640510,64,Luxury Dress Shoes (composition leather sole),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Wedding & formal events,260.0
640419,64,Hybrid Sports Footwear (textile upper + leather trim),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH + 35% RVC,Athleisure trend,380.0
640351,64,Men’s Chelsea / Chukka Boots (leather),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Premium segment,340.0
640590,64,"Ethnic / Handcrafted Footwear (mojari, kolhapuri, juttis)",India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Tourist & ethnic stores,180.0
640590,64,"Ethnic / Handcrafted Footwear (mojari, kolhapuri, juttis)",India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,South-Asian diaspora,140.0
640411,64,Canvas + Leather Sports Shoes,India-Mauritius CECPA,0% immediate,2021-04-01 00:00:00,CTSH,Re-export to Africa,120.0
640221,64,Children’s Sports Shoes (leather upper),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,School & casual,280.0
640291,64,Women’s Ankle Boots (leather),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Fashion segment,300.0
640320,64,Pure Leather Sole Footwear (handcrafted),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH + 40% RVC,Luxury Swiss market,240.0
640220,64,Thong / Flip-Flops with leather straps,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Beach & hotel,220.0
640192,64,Waterproof Footwear (leather + rubber),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Norway outdoor,190.0
640199,64,Other Waterproof Footwear (leather),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH,Work & rain boots,160.0
640520,64,Footwear with textile upper & leather sole,India-Mauritius CECPA,0% immediate,2021-04-01 00:00:00,CTSH,Espadrilles & traditional,90.0
640312,64,Ski / Snowboard Boots (leather),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Switzerland & Norway winter sports,130.0
640420,64,Footwear with leather upper & textile outer sole,India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Lightweight casual,110.0
640391,64,Men’s Desert Boots (suede leather),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Popular in GCC,200.0
640399,64,Women’s Loafers & Moccasins (leather),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Office & casual,250.0
640359,64,Women’s Ballet Flats & Ballerinas,India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH,Everyday wear,180.0
640510,64,Handcrafted Luxury Oxfords (full leather),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Swiss premium,210.0
640219,64,Running & Cricket Shoes (leather upper),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH,Sports segment,150.0
640312,64,Horse Riding Boots (leather),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Equestrian market,100.0
640590,64,Traditional Indian Juttis (embroidered leather),India-Mauritius CECPA,0% immediate,2021-04-01 00:00:00,WO,Ethnic fashion,80.0
640399,64,Monk-Strap & Brogue Shoes (men’s),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Formal trend,170.0
640351,64,Men’s Cowboy / Western Boots (leather),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH,Rugged style,120.0
640291,64,Women’s Knee-High Boots (leather),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Winter fashion,140.0
640391,64,Children’s Ankle Boots (leather),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,School & casual,130.0
640399,64,Driving Moccasins (leather),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Swiss driving culture,110.0
640520,64,Espadrilles with leather trim,India-Mauritius CECPA,0% immediate,2021-04-01 00:00:00,CTSH,Summer export,70.0
640359,64,Women’s Espadrille Wedges (leather),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH,Beach fashion,90.0
640411,64,Tennis / Badminton Shoes (leather upper),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Sports academies,100.0
640319,64,Golf Shoes (leather),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Golf tourism,85.0
640590,64,Handmade Leather Chappals / Sandals,India-Mauritius CECPA,0% immediate,2021-04-01 00:00:00,WO,Ethnic & tourist,60.0
640399,64,Boat / Deck Shoes (leather),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Norway coastal,95.0
640299,64,Children’s Sandals (leather),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Growing segment,110.0
640351,64,Men’s Riding Boots (leather),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Equestrian,90.0
640192,64,Snow Boots (leather + textile),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Winter sports,120.0
000000,00,Product_Description,FTA_Agreement,Duty_Reduction_Staging,Effective_Date,ROO_Rule,Benefit_Notes,2025.0
610910,61,Cotton T-shirts / Polos (men’s & unisex),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Highest volume category – Dubai malls love it,1800.0
610910,61,Cotton T-shirts / Polos (men’s & unisex),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,"Primark, Next, ASOS own-label boom",1500.0
610910,61,Cotton T-shirts / Polos (men’s & unisex),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH + 35% RVC,"Kmart, Big W, Target Australia",950.0
610910,61,Cotton T-shirts / Polos (men’s & unisex),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH + 40% RVC,"Migros, Coop, Manor Switzerland",720.0
620520,62,Men’s Cotton Shirts (woven),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Formal & casual – GCC business staple,1400.0
620520,62,Men’s Cotton Shirts (woven),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,"M&S, John Lewis, Tesco F&F",1200.0
620342,62,Men’s Cotton Trousers / Chinos,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Work & casual – highest margin,1100.0
620342,62,Men’s Cotton Trousers / Chinos,India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,"Next, River Island, H&M",980.0
610462,61,Women’s Cotton Leggings / Joggers,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Activewear & loungewear surge,850.0
610462,61,Women’s Cotton Leggings / Joggers,India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH + 35% RVC,"Kmart, Cotton On, H&M Australia",650.0
620462,62,Women’s Synthetic Trousers (non-knit),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Office & modest fashion,780.0
620463,62,Women’s Synthetic Trousers / Leggings (woven),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,"New Look, Boohoo, ASOS",720.0
611030,61,Man-Made Fibre Sweaters / Hoodies,India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,Winter season – Primark & H&M,680.0
611020,61,Cotton Sweatshirts / Hoodies,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Year-round demand,620.0
620452,62,Women’s Cotton Skirts,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Modest & western mix,550.0
620442,62,Women’s Cotton Dresses,India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,Summer dresses – M&S & Next,580.0
