HS_Code,Chapter,Product_Description,FTA_Agreement,Duty_Reduction_Staging,Effective_Date,ROO_Rule,Benefit_Notes,Expected_Export_Boost_2025
610821,61,Women’s Cotton Nightwear / Pyjamas,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Loungewear boom,480.0
610831,61,Women’s Synthetic Nightwear,India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,Victoria’s Secret style,420.0
620590,62,Men’s Shirts (MMF / blends),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Formal blends,400.0
621210,62,Brassieres & Lingerie,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Innerwear growth,380.0
610343,61,Men’s Synthetic Trousers / Joggers,India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH + 35% RVC,Activewear,350.0
620333,62,Men’s Suits (synthetic),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,Formal suiting,340.0
610990,61,MMF T-shirts,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Performance wear,320.0
611120,61,Babies’ Garments (cotton knit),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Mothercare & baby shops,300.0
620920,62,Babies’ Woven Garments,India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,John Lewis baby range,280.0
610711,61,Men’s Cotton Underwear / Briefs,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Innerwear staple,260.0
620530,62,Men’s Shirts (MMF),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH + 35% RVC,Work shirts,240.0
621050,62,Women’s Protective Workwear,India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Norway & Switzerland industries,220.0
610422,61,Women’s Cotton Ensembles,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Co-ord sets,200.0
620640,62,Women’s MMF Blouses,India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,Office & evening,210.0
611596,61,Full-Length Stockings / Socks (knit),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Hosiery,180.0
620469,62,Women’s Trousers (other fibres),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH + 35% RVC,Linen & blends,170.0
610839,61,Women’s Nightdresses (MMF),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,Loungewear,160.0
620319,62,Men’s Suits (cotton / blends),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH + 40% RVC,Swiss formal,150.0
610349,61,Men’s Trousers (MMF knit),India-Mauritius CECPA,0% immediate,2021-04-01 00:00:00,CTSH + 40% RVC,Re-export to Africa,140.0
620821,62,Women’s Nightdresses (cotton woven),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Comfort wear,130.0
611241,61,Women’s Swimwear (knit),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH + 35% RVC,Beach culture,120.0
620449,62,Women’s Dresses (MMF),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,Evening & party,110.0
610443,61,Women’s Dresses (synthetic knit),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Modest & western,100.0
620433,62,Women’s Jackets (synthetic woven),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,Winter jackets,95.0
610322,61,Men’s Ensembles (cotton knit),India-Mauritius CECPA,0% immediate,2021-04-01 00:00:00,CTSH + 40% RVC,Co-ord sets,90.0
620213,62,Women’s Overcoats (MMF),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH + 40% RVC,Norway & Switzerland winter,85.0
610444,61,Women’s Dresses (artificial fibres knit),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Viscose & rayon,80.0
620459,62,Women’s Skirts (other fibres),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH,,
000000,00,Product_Description,FTA_Agreement,Duty_Reduction_Staging,Effective_Date,ROO_Rule,Benefit_Notes,2025.0
711319,71,Gold Jewellery (plain / studded with diamonds or gems),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,UAE = World’s #1 gold souk – instant 5% duty gone,8500.0
711319,71,Gold Jewellery (plain / studded with diamonds or gems),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,UK wedding & gifting market exploding,6200.0
711319,71,Gold Jewellery (plain / studded with diamonds or gems),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH + 40% RVC,Switzerland & Norway luxury segment,4800.0
711319,71,Gold Jewellery (plain / studded with diamonds or gems),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH + 35% RVC,Indian diaspora weddings,3200.0
710239,71,Cut & Polished Diamonds (all sizes & shapes),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Dubai Diamond Exchange – re-export hub,12000.0
710239,71,Cut & Polished Diamonds (all sizes & shapes),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Switzerland = 30% of world diamond trade,9500.0
710239,71,Cut & Polished Diamonds (all sizes & shapes),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,London luxury jewellery boom,7800.0
710391,71,"Rubies, Sapphires, Emeralds (cut but not set)",India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Coloured gemstones demand,2200.0
710391,71,"Rubies, Sapphires, Emeralds (cut but not set)",India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Swiss high jewellery,1800.0
711620,71,"Articles of Precious / Semi-precious Stones (beads, cabochons)",India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Fashion jewellery components,1500.0
711311,71,Silver Jewellery (plain or studded),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40% RVC,Daily-wear silver boom,1400.0
711311,71,Silver Jewellery (plain or studded),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40% RVC,Pandora-style silver,1100.0
710812,71,"Gold (non-monetary, unwrought bars / dore)",India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Gold refining & re-export,3500.0
710231,71,Non-Industrial Diamonds (rough),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Rough diamond trading hub,2800.0
711890,71,Gold / Silver Coins & Medallions,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Investment & gifting,1600.0
711610,71,Articles of Natural / Cultured Pearls,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Pearl jewellery,900.0
711719,71,Imitation / Fashion Jewellery (base metal + plating),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Costume jewellery,850.0
711719,71,Imitation / Fashion Jewellery (base metal + plating),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH,Lovisa & Colette stores,650.0
710420,71,Synthetic / Reconstructed Diamonds (cut & polished),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Lab-grown diamonds – Switzerland loves it,2400.0
710490,71,Lab-Grown Diamonds (rough & polished),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,UK lab-grown jewellery market,2100.0
711320,71,Jewellery of Base Metal clad with Precious Metal,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Fashion & daily wear,700.0
711411,71,"Silver Articles (tableware, gift items)",India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Wedding & corporate gifting,550.0
710310,71,Precious / Semi-precious Stones (uncut),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Rough trading,600.0
711590,71,Platinum Jewellery,India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,CTSH,Swiss luxury,1200.0
711299,71,Waste & Scrap of Precious Metals (for recycling),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Refining industry,800.0
000000,00,Product_Description,FTA_Agreement,Duty_Reduction_Staging,Effective_Date,ROO_Rule,Benefit_Notes,2025.0
100630,10,"Basmati Rice (long-grain, aromatic)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,UAE = 25% of India's rice exports; Halal optional,250.0
100630,10,"Basmati Rice (long-grain, aromatic)",India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Re-export to Africa; easy entry,80.0
100630,10,"Basmati Rice (long-grain, aromatic)",India-UK CETA,Phased to 0% over 5 years (B5),2025-07-24 00:00:00,WO,UK diaspora demand; Tesco/Sainsbury's,150.0
100630,10,"Basmati Rice (long-grain, aromatic)",India-Australia ECTA,0% immediate (Category A),2022-12-29 00:00:00,WO,Indian community staple,60.0
100630,10,"Basmati Rice (long-grain, aromatic)",India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Switzerland/Norway ethnic markets,40.0
090411,09,Black Pepper (whole/ground),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Spice hub; Kerala farms qualify,120.0
090411,09,Black Pepper (whole/ground),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Re-export to Indian Ocean,50.0
090411,09,Black Pepper (whole/ground),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,UK curry houses boom,90.0
090411,09,Black Pepper (whole/ground),India-Australia ECTA,Phased to 0% over 3 years (B3),2022-12-29 00:00:00,WO,Australian-Indian fusion cuisine,30.0
090421,09,Dried Chillies (whole/ground),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,GCC spice demand,70.0
090421,09,Dried Chillies (whole/ground),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Norway/Switzerland ethnic,40.0
090421,09,Dried Chillies (whole/ground),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Indian takeaways,60.0
090240,09,Cardamom (pods/seeds),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Kerala green gold,110.0
090240,09,Cardamom (pods/seeds),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Island cuisine,45.0
090240,09,Cardamom (pods/seeds),India-UK CETA,Phased to 0% over 5 years (B5),2025-07-24 00:00:00,WO,Premium spice market,80.0
090422,09,Curry Powder & Mixed Spices,India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH + 40% RVC,Value-added from Tamil Nadu,90.0
090422,09,Curry Powder & Mixed Spices,India-Australia ECTA,0% immediate (Category A),2022-12-29 00:00:00,CTSH,MDH & Everest brands,50.0
090422,09,Curry Powder & Mixed Spices,India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Patak's style,70.0
090230,09,Turmeric (ground powder),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Erode turmeric hub,65.0
090230,09,Turmeric (ground powder),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Health trend in Europe,35.0
090230,09,Turmeric (ground powder),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Local curry mixes,30.0
090241,09,Ginger (dried/ground),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Northeast ginger,55.0
090241,09,Ginger (dried/ground),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Tea & baking,45.0
090241,09,Ginger (dried/ground),India-Australia ECTA,Phased to 0% over 3 years (B3),2022-12-29 00:00:00,WO,Asian groceries,25.0
080111,08,Desiccated Coconut (dried),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,CTSH,Kerala coconut,40.0
080111,08,Desiccated Coconut (dried),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,CTSH,Re-export to Africa,20.0
080111,08,Desiccated Coconut (dried),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Baking industry,30.0
080250,08,Walnuts (shelled/in-shell),India-Australia ECTA,0% immediate (Category A),2022-12-29 00:00:00,WO,Premium nuts,35.0
080250,08,Walnuts (shelled/in-shell),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Switzerland health market,25.0
080250,08,Walnuts (shelled/in-shell),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,GCC luxury,20.0
080131,08,Cashew Nuts (shelled),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Kollam cashew,150.0
080131,08,Cashew Nuts (shelled),India-UK CETA,Phased to 0% over 5 years (B5),2025-07-24 00:00:00,WO,Snack market,100.0
080131,08,Cashew Nuts (shelled),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Re-export hub,40.0
080290,08,Pistachios (shelled/in-shell),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Norway premium,30.0
080290,08,Pistachios (shelled/in-shell),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,GCC snacking,50.0
080290,08,Pistachios (shelled/in-shell),India-Australia ECTA,0% immediate (Category A),2022-12-29 00:00:00,WO,Health trend,20.0
090111,09,Coffee Beans (not roasted),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Karnataka/Coorg arabica,60.0
090111,09,Coffee Beans (not roasted),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Switzerland coffee culture,40.0
090111,09,Coffee Beans (not roasted),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Specialty coffee,35.0
090220,09,Green Tea (unfermented),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Assam/Darjeeling,70.0
090220,09,Green Tea (unfermented),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Health trend,25.0
090220,09,Green Tea (unfermented),India-UK CETA,Phased to 0% over 5 years (B5),2025-07-24 00:00:00,WO,Wellness market,50.0
090300,09,Mate Tea & Yerba Mate,India-Australia ECTA,0% immediate (Category A),2022-12-29 00:00:00,WO,Niche export,15.0
090300,09,Mate Tea & Yerba Mate,India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Switzerland health,10.0
170112,17,"Raw Sugar (centrifugal, cane)",India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,UP/Bihar sugarcane,120.0
170112,17,"Raw Sugar (centrifugal, cane)",India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,GCC sweetener,80.0
170112,17,"Raw Sugar (centrifugal, cane)",India-UK CETA,Phased to 0% over 7 years (B7),2025-07-24 00:00:00,WO,UK baking,60.0
080510,08,Oranges (fresh),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Maharashtra nagpur,30.0
080510,08,Oranges (fresh),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Fresh fruit re-export,15.0
080510,08,Oranges (fresh),India-Australia ECTA,0% immediate (Category A),2022-12-29 00:00:00,WO,Seasonal demand,20.0
080711,08,Watermelons (fresh),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Summer export,25.0
080711,08,Watermelons (fresh),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Island market,10.0
080711,08,Watermelons (fresh),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Ethnic groceries,15.0
080450,08,Avocados (fresh),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Health trend,20.0
080450,08,Avocados (fresh),India-Australia ECTA,Phased to 0% over 3 years (B3),2022-12-29 00:00:00,WO,Superfood boom,15.0
080450,08,Avocados (fresh),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,GCC premium,10.0
080820,08,Apples (fresh),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,Himachal apples,40.0
080820,08,Apples (fresh),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Off-season supply,15.0
080820,08,Apples (fresh),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,UK fruit market,25.0
080330,08,Bananas (fresh),India-Mauritius CECPA,0% immediate (Category A),2021-04-01 00:00:00,WO,Tropical staple,20.0
080330,08,Bananas (fresh),India-UAE CEPA,0% immediate (Category A),2022-05-01 00:00:00,WO,GCC import,30.0
080330,08,Bananas (fresh),India-Australia ECTA,0% immediate (Category A),2022-12-29 00:00:00,WO,Fresh produce,10.0
000000,00,Product_Description,FTA_Agreement,Duty_Reduction_Staging,Effective_Date,ROO_Rule,Benefit_Notes,2025.0
070310,07,Onions (fresh/chilled),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Maharashtra/Nashik onions – UAE #1 buyer,220.0
070310,07,Onions (fresh/chilled),India-Mauritius CECPA,0% immediate,2021-04-01 00:00:00,WO,Re-export to Africa,80.0
070310,07,Onions (fresh/chilled),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,UK curry houses & diaspora,120.0
070310,07,Onions (fresh/chilled),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,WO,Indian community staple,60.0
070310,07,Onions (fresh/chilled),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Switzerland/Norway ethnic,40.0
070200,07,Tomatoes (fresh/chilled),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Maharashtra & Karnataka,90.0
070200,07,Tomatoes (fresh/chilled),India-Mauritius CECPA,0% immediate,2021-04-01 00:00:00,WO,Daily consumption,35.0
070200,07,Tomatoes (fresh/chilled),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Restaurants & takeaways,50.0
070960,07,Green Chillies & Capsicum,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,AP & Karnataka – year-round supply,110.0
070960,07,Green Chillies & Capsicum,India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Indian & Pakistani groceries,70.0
070960,07,Green Chillies & Capsicum,India-Australia ECTA,0% immediate,2022-12-29 00:00:00,WO,Ethnic stores,40.0
080610,08,Grapes (fresh) – Thompson & Flame,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Nashik grapes – off-season for GCC,180.0
080610,08,Grapes (fresh) – Thompson & Flame,India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,"UK supermarkets (Tesco, Sainsbury’s)",140.0
080610,08,Grapes (fresh) – Thompson & Flame,India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Switzerland premium fruit,100.0
080610,08,Grapes (fresh) – Thompson & Flame,India-Australia ECTA,0% immediate,2022-12-29 00:00:00,WO,Summer counter-seasonal,60.0
080510,08,"Mangoes (fresh) – Alphonso, Kesar, Banganapalli",India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Maharashtra & Gujarat – world’s best mangoes,200.0
080510,08,"Mangoes (fresh) – Alphonso, Kesar, Banganapalli",India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Mango season madness in UK,160.0
080510,08,"Mangoes (fresh) – Alphonso, Kesar, Banganapalli",India-Australia ECTA,0% immediate,2022-12-29 00:00:00,WO,Counter-seasonal supply,90.0
080450,08,Pomegranates (fresh) – Bhagwa,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Maharashtra – superfood status,130.0
080450,08,Pomegranates (fresh) – Bhagwa,India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Health trend in Europe,85.0
080450,08,Pomegranates (fresh) – Bhagwa,India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,UK supermarkets,70.0
080711,08,Watermelons (fresh),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Summer fruit king,75.0
080711,08,Watermelons (fresh),India-Mauritius CECPA,0% immediate,2021-04-01 00:00:00,WO,Island favourite,30.0
080720,08,Papaya (fresh),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Andhra & Karnataka,50.0
080720,08,Papaya (fresh),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,WO,Tropical demand,25.0
080550,08,Kinnow / Mandarin Oranges,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Punjab & Rajasthan,65.0
080550,08,Kinnow / Mandarin Oranges,India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Winter citrus,45.0
080810,08,Apples (fresh) – Himachal & Kashmir,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Off-season supply,55.0
080810,08,Apples (fresh) – Himachal & Kashmir,India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,UK fruit basket,40.0
080830,08,Pears (fresh),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Himachal pears,35.0
080930,08,Peaches & Nectarines (fresh),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Premium summer fruit,30.0
081090,08,Dragon Fruit / Pitaya (fresh),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Maharashtra & Gujarat,45.0
081090,08,Dragon Fruit / Pitaya (fresh),India-Australia ECTA,0% immediate,2022-12-29 00:00:00,WO,Exotic fruit trend,25.0
081090,08,Kiwi Fruit (fresh),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Arunachal & HP,40.0
070320,07,Garlic (fresh/chilled),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,MP & Rajasthan,60.0
070320,07,Garlic (fresh/chilled),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Takeaway staple,40.0
070490,07,Cauliflower & Broccoli (fresh),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Punjab & HP,35.0
070490,07,Cauliflower & Broccoli (fresh),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Health food,25.0
070700,07,Cucumbers & Gherkins (fresh),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Year-round supply,30.0
071080,07,Mixed Vegetables (frozen),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Ready-to-cook packs,50.0
071080,07,Mixed Vegetables (frozen),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH,Retail packs,40.0
060311,06,Fresh Cut Roses,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Bangalore & Pune roses,70.0
060311,06,Fresh Cut Roses,India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Switzerland flower market,55.0
060311,06,Fresh Cut Roses,India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Valentine & Mother’s Day,45.0
060312,06,Fresh Carnations,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Daily demand,30.0
060313,06,Fresh Orchids,India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Premium gifting,35.0
060319,06,"Other Cut Flowers (gerbera, lily)",India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Florist supply,25.0
060420,06,Fresh Foliage & Branches,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Wedding decor,20.0
000000,00,Product_Description,FTA_Agreement,Duty_Reduction_Staging,Effective_Date,ROO_Rule,Benefit_Notes,2025.0
020230,02,Frozen Buffalo Meat (boneless),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Halal buffalo meat – UAE biggest buyer,4200.0
020230,02,Frozen Buffalo Meat (boneless),India-Mauritius CECPA,0% immediate,2021-04-01 00:00:00,WO,Re-export to Africa,1100.0
020230,02,Frozen Buffalo Meat (boneless),India-UK CETA,Phased to 0% over 7 yrs,2025-07-24 00:00:00,WO,UK halal market,1800.0
030617,03,Frozen Shrimp (Vannamei/Black Tiger),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Shrimp king,5500.0
030617,03,Frozen Shrimp (Vannamei/Black Tiger),India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,UK seafood boom,3800.0
030289,03,Frozen Seabass Fillets,India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Norway #1 buyer,1500.0
040590,04,Ghee (clarified butter),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Pure desi ghee,1200.0
060311,06,Fresh Cut Roses,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Bangalore roses,700.0
070310,07,Fresh Onions,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Nashik onions,2200.0
080610,08,Fresh Table Grapes,India-UK CETA,0% immediate,2025-07-24 00:00:00,WO,Counter-seasonal supply,1400.0
080510,08,Fresh Mangoes (Alphonso/Kesar),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Mango season madness,2000.0
090111,09,Coffee Beans (Arabica/Robusta),India-EFTA TEPA,0% immediate,2025-10-01 00:00:00,WO,Swiss coffee culture,600.0
090240,09,Cardamom (green/small),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,Kerala green gold,1100.0
100630,10,Basmati Rice,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,WO,World’s favourite,2500.0
610910,61,Cotton T-shirts,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40%,Tirupur volume king,1800.0
620520,62,Men’s Cotton Shirts,India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40%,M&S & Tesco own-label,1200.0
640399,64,Men’s Leather Formal Leather Shoes,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40%,Agra & Kanpur,720.0
640319,64,Leather Sports / Casual Sneakers,India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40%,Next & JD Sports,680.0
711319,71,Gold Jewellery (22K/18K),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40%,World’s largest gold souk,8500.0
710239,71,Cut & Polished Diamonds,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH,Dubai Diamond Exchange,12000.0
420221,42,Leather Handbags & Wallets,India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40%,Chennai & Kolkata,1600.0
420231,42,Leather Travel Goods & Cases,India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40%,Premium luggage,1200.0
330510,33,Hair Oil & Shampoo (herbal/ayurvedic),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40%,"Patanjali, Himalaya",900.0
330590,33,Hair Colour & Preparations,India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40%,UK ethnic haircare,650.0
940360,94,Wooden Furniture (sheesham/mango wood),India-UAE CEPA,0% immediate,2022-05-01 00:00:00,CTSH + 40%,Jodhpur & Saharanpur,1300.0
940360,94,Wooden Furniture (sheesham/mango wood),India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40%,IKEA-style ethnic,1000.0
950699,95,"Sports Goods (cricket bats, hockey sticks)",India-Australia ECTA,0% immediate,2022-12-29 00:00:00,CTSH + 35%,Meerut & Jalandhar,550.0
950699,95,"Sports Goods (cricket bats, hockey sticks)",India-UK CETA,0% immediate,2025-07-24 00:00:00,CTSH + 40%,UK cricket market,450.0
